Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.000464
Finished Initializing Fawkes,15.206724
Start running protection,3.2e-05
Fininshed Setting Parameters,2.5e-05
Finished Loading Images,0.023793
Finished Detecting Faces In The Images,1.270815
Finished All Images Target Embedding,4.688493
Finished Initializing Fawkes Protector,22.477264
processing image 1,0.003395
processing image 2,33.136638
processing image 3,18.481672
processing image 4,18.475575
processing image 5,18.257016
Finished Protecting Images,18.530209
Finished Merging Faces,0.059351
Done! and Finished Exporting File,0.298635
