Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.000368
Finished Initializing Fawkes,14.805257
Start running protection,3.2e-05
Fininshed Setting Parameters,2.7e-05
Finished Loading Images,0.009179
Finished Detecting Faces In The Images,1.037162
Finished All Images Target Embedding,4.729108
Finished Initializing Fawkes Protector,21.245428
processing image 1,0.000718
Finished Protecting Images,34.956774
Finished Merging Faces,0.011776
Done! and Finished Exporting File,0.042755
