Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.000488
Finished Initializing Fawkes,15.17878
Start running protection,3.1e-05
Fininshed Setting Parameters,2.5e-05
Finished Loading Images,0.041439
Finished Detecting Faces In The Images,1.762987
Finished All Images Target Embedding,5.49343
Finished Initializing Fawkes Protector,22.338329
processing image 1,0.006136
processing image 2,32.769604
processing image 3,18.412009
processing image 4,18.257629
processing image 5,18.239089
processing image 6,18.219146
processing image 7,18.200164
processing image 8,18.226966
processing image 9,18.289055
processing image 10,18.296579
Finished Protecting Images,18.285384
Finished Merging Faces,0.121033
Done! and Finished Exporting File,0.596017
