Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.00034
Finished Initializing Fawkes,14.25698
Start running protection,4e-05
Fininshed Setting Parameters,0.000265
Finished Loading Images,0.008602
Finished Detecting Faces In The Images,0.862858
Finished All Images Target Embedding,4.191598
Finished Initializing Fawkes Protector,20.859578
processing image 1,0.002722
processing image 2,30.909937
processing image 3,17.828874
processing image 4,17.853324
Finished Protecting Images,17.771295
Finished Merging Faces,0.024504
Done! and Finished Exporting File,0.055588
