Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.000405
Finished Initializing Fawkes,14.269423
Start running protection,2.9e-05
Fininshed Setting Parameters,2.3e-05
Finished Loading Images,0.009357
Finished Detecting Faces In The Images,0.859545
Finished All Images Target Embedding,4.857248
Finished Initializing Fawkes Protector,21.2608
processing image 1,0.002659
processing image 2,30.785709
processing image 3,18.009641
processing image 4,17.883532
Finished Protecting Images,17.715534
Finished Merging Faces,0.025124
Done! and Finished Exporting File,0.052779
