Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.000418
Finished Initializing Fawkes,15.342046
Start running protection,3.2e-05
Fininshed Setting Parameters,2.4e-05
Finished Loading Images,0.023332
Finished Detecting Faces In The Images,1.275341
Finished All Images Target Embedding,5.155975
Finished Initializing Fawkes Protector,22.683195
processing image 1,0.003353
processing image 2,33.198924
processing image 3,18.399142
processing image 4,18.296782
processing image 5,18.189891
Finished Protecting Images,18.244579
Finished Merging Faces,0.060646
Done! and Finished Exporting File,0.298224
