Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.00036
Finished Initializing Fawkes,14.507777
Start running protection,2.8e-05
Fininshed Setting Parameters,0.000253
Finished Loading Images,0.009042
Finished Detecting Faces In The Images,0.870838
Finished All Images Target Embedding,4.878428
Finished Initializing Fawkes Protector,21.37761
processing image 1,0.002686
processing image 2,30.952192
processing image 3,17.842916
processing image 4,17.794002
Finished Protecting Images,17.727797
Finished Merging Faces,0.026222
Done! and Finished Exporting File,0.052128
