Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.00038
Finished Initializing Fawkes,15.004635
Start running protection,3e-05
Fininshed Setting Parameters,2.4e-05
Finished Loading Images,0.021334
Finished Detecting Faces In The Images,1.293599
Finished All Images Target Embedding,5.325562
Finished Initializing Fawkes Protector,22.360869
processing image 1,0.003599
processing image 2,33.438034
processing image 3,18.517792
processing image 4,18.378256
processing image 5,18.274404
Finished Protecting Images,18.306117
Finished Merging Faces,0.059154
Done! and Finished Exporting File,0.301089
