Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.000367
Finished Initializing Fawkes,14.937366
Start running protection,3.2e-05
Fininshed Setting Parameters,2.6e-05
Finished Loading Images,0.009244
Finished Detecting Faces In The Images,1.028588
Finished All Images Target Embedding,5.249077
Finished Initializing Fawkes Protector,21.282867
processing image 1,0.000701
Finished Protecting Images,35.403253
Finished Merging Faces,0.011834
Done! and Finished Exporting File,0.042703
