Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.00042
Finished Initializing Fawkes,15.463933
Start running protection,3e-05
Fininshed Setting Parameters,0.000293
Finished Loading Images,0.041765
Finished Detecting Faces In The Images,1.76118
Finished All Images Target Embedding,5.52665
Finished Initializing Fawkes Protector,22.15006
processing image 1,0.006424
processing image 2,33.099972
processing image 3,18.365216
processing image 4,18.2026
processing image 5,18.056419
processing image 6,18.082277
processing image 7,18.080162
processing image 8,18.078014
processing image 9,18.13882
processing image 10,18.111036
Finished Protecting Images,18.068904
Finished Merging Faces,0.11556
Done! and Finished Exporting File,0.604744
