Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.000366
Finished Initializing Fawkes,14.849014
Start running protection,3.1e-05
Fininshed Setting Parameters,2.7e-05
Finished Loading Images,0.009334
Finished Detecting Faces In The Images,1.045078
Finished All Images Target Embedding,4.783939
Finished Initializing Fawkes Protector,21.150443
processing image 1,0.000725
Finished Protecting Images,35.551893
Finished Merging Faces,0.011963
Done! and Finished Exporting File,0.042615
