Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.000385
Finished Initializing Fawkes,15.302144
Start running protection,3e-05
Fininshed Setting Parameters,0.000316
Finished Loading Images,0.02361
Finished Detecting Faces In The Images,1.331776
Finished All Images Target Embedding,5.349893
Finished Initializing Fawkes Protector,22.202784
processing image 1,0.003108
processing image 2,33.242836
processing image 3,18.418116
processing image 4,18.347849
processing image 5,18.161369
Finished Protecting Images,18.083721
Finished Merging Faces,0.057235
Done! and Finished Exporting File,0.299516
