Finished Fawkes CLI tools argument setup,0
Finished Loading Images Paths,0.000626
Finished Initializing Fawkes,24.952923
Start running protection,4.9e-05
Fininshed Setting Parameters,0.000573
Finished Loading Images,0.022677
Finished Detecting Faces In The Images,1.896544
Finished All Images Target Embedding,8.598795
Finished Initializing Fawkes Protector,33.736003
processing image 1,0.000943
Finished Protecting Images,60.200918
Finished Merging Faces,0.015453
Done! and Finished Exporting File,0.061848
